,level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
650,650,651,290.0,30.0,42.0,167,60.795,64.804,30.0,FirstHalf,Dispossessed,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '259'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 70]",True,388098.0,,,,,,,,,,,,,30.7,,,,,,,,,,,Man City,Man Utd,11.0,Jeremy Doku,FWL,True,0.0,0.0,,J. Doku,34.0,Man City
651,651,652,259.0,30.0,42.0,32,44.205000000000005,3.196,30.0,FirstHalf,Tackle,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '290'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 143]",True,353418.0,,,,,,,,,,,,,30.7,,,,,,,,,,,Man Utd,Man City,20.0,Diogo Dalot,DR,True,0.0,0.0,,D. Dalot,35.0,Man Utd
652,652,653,260.0,30.0,43.0,32,44.730000000000004,3.3320000000000003,30.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.74'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.2'}]","[91, 117, 30, 35, 37, 216, 218]",True,123761.0,42.63,4.216,,,,,,,,,,,30.716666666666665,,,,5.0,0.0,4.0,0.0,0.01248344,0.01126267,-0.0012207699999999995,Man Utd,Man City,8.0,Bruno Fernandes,FW,True,-1.4926401527026485,0.0,157.17122496534864,B. Fernandes,35.0,Man Utd
653,653,654,260.5,30.0,43.5,32,42.63,4.216,30.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,353418.0,58.38,16.932,,,,,,262.0,,,,,30.725,,,,4.0,0.0,6.0,2.0,0.01126267,0.01685596,0.005593289999999999,Man Utd,Man City,20.0,Diogo Dalot,DR,True,0.0,19.470435726690617,38.91619514370112,D. Dalot,35.0,Man Utd
654,654,655,262.0,30.0,44.0,32,58.38,16.932,30.0,FirstHalf,BallRecovery,Successful,[],[93],False,353418.0,,,,,,,,,,,,,30.733333333333334,,,,,,,,,,,Man Utd,Man City,20.0,Diogo Dalot,DR,True,0.0,0.0,,D. Dalot,35.0,Man Utd
655,655,656,261.0,30.0,45.0,32,50.295,5.644000000000001,30.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.16'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '52.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.6'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,353418.0,55.125,16.728,,,,,,,,,,,30.75,,,,5.0,0.0,6.0,1.0,0.01248344,0.01611813,0.003634690000000001,Man Utd,Man City,20.0,Diogo Dalot,DR,True,8.836331184255897,0.0,66.45419675798348,D. Dalot,35.0,Man Utd
656,656,657,263.0,30.0,47.0,32,54.285000000000004,15.3,30.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '8.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.14'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.2'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,88526.0,58.48500000000001,5.984000000000001,,,,,,,,,,,30.783333333333335,,,,6.0,1.0,6.0,0.0,0.01611813,0.01473596,-0.001382170000000002,Man Utd,Man City,18.0,Casemiro,DMC,True,-0.2477106974209562,0.0,-65.73237363546117,Casemiro,35.0,Man Utd
657,657,658,349.0,30.0,49.0,32,60.27,4.08,30.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '2.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.14'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.6'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,123761.0,75.705,1.8360000000000003,,,,,,,,,,,30.816666666666666,,,,6.0,0.0,8.0,0.0,0.01473596,0.02122129,0.006485330000000001,Man Utd,Man City,8.0,Bruno Fernandes,FW,True,10.308902805089673,0.0,-8.271927158629396,B. Fernandes,35.0,Man Utd
658,658,659,349.5,30.0,51.0,32,75.705,1.8360000000000003,30.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,386634.0,94.185,18.02,,,,,,264.0,,,,,30.85,,,,8.0,0.0,10.0,2.0,0.02122129,0.05491138,0.033690090000000006,Man Utd,Man City,16.0,Amad Diallo,AMR,True,0.0,24.209685857561475,41.21049980692759,A. Diallo,35.0,Man Utd
659,659,660,264.0,30.0,53.0,32,94.185,18.02,30.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.06'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '85.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.1'}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,386634.0,89.88,26.044,,,,,,,,,,,30.883333333333333,,,,10.0,2.0,10.0,3.0,0.05491138,0.10805102,0.053139639999999995,Man Utd,Man City,16.0,Amad Diallo,AMR,True,2.2102729736365454,0.0,118.2142455842806,A. Diallo,35.0,Man Utd
660,660,661,265.0,30.0,54.0,32,89.88,26.044,30.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '96.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.02'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.8'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,88526.0,101.64,26.248,,,,,,,,,,,30.9,,,,10.0,3.0,11.0,3.0,0.10805102,0.25745362,0.1494026,Man Utd,Man City,18.0,Casemiro,DMC,True,8.636589994562096,0.0,0.993806703099411,Casemiro,35.0,Man Utd
661,661,662,266.0,30.0,57.0,32,101.64,26.248,30.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.62'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '95.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 29, 35, 37, 217, 218]",True,386634.0,100.69500000000001,46.988,,,,,,,,,,,30.95,,,,,,,,,,,Man Utd,Man City,16.0,Amad Diallo,AMR,True,-5.234026451296813,0.0,92.60882780250905,A. Diallo,35.0,Man Utd
662,662,663,291.0,30.0,57.0,167,3.465,20.604000000000003,30.0,FirstHalf,Clearance,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '0.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.52'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '30.9'}]","[91, 94, 95, 215]",True,444791.0,25.830000000000002,0.0,,,,,,,,,,,30.95,,,,,,,,,,,Man City,Man Utd,82.0,Rico Lewis,DR,True,0.0,0.0,-42.653158441579684,R. Lewis,35.0,Man Utd
663,663,664,268.0,31.0,7.0,32,72.45,68.0,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.51'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '50.2'}]","[91, 212, 35, 38, 216]",True,340105.0,52.71000000000001,61.744,,,,,,,,,,,31.116666666666667,,,,8.0,7.0,6.0,7.0,0.02122129,0.01473596,-0.006485330000000001,Man Utd,Man City,6.0,Lisandro Martinez,DL,True,-12.12524695837957,0.0,-162.4155522334524,L. Martinez,35.0,Man Utd
664,664,665,269.0,31.0,9.0,32,55.33500000000001,61.948,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '58.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.65'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '51.3'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,22079.0,53.865,39.78,,,,,,,,,,,31.15,,,,6.0,7.0,6.0,4.0,0.01473596,0.01689528,0.0021593199999999993,Man Utd,Man City,35.0,Jonny Evans,DC,True,5.527989250895608,0.0,-93.79383200755534,J. Evans,35.0,Man Utd
665,665,666,270.0,31.0,12.0,32,53.865,39.78,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.80'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '30.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,99487.0,55.650000000000006,20.468000000000004,,,,,,,,,,,31.2,,,,6.0,4.0,6.0,2.0,0.01689528,0.01685596,-3.931999999999894e-05,Man Utd,Man City,5.0,Harry Maguire,DC,True,0.2889841398577957,0.0,-84.71917961652889,H. Maguire,35.0,Man Utd
666,666,667,271.0,31.0,17.0,32,56.385000000000005,19.448000000000004,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.26'}]","[91, 117, 30, 35, 37, 216, 218]",True,353418.0,48.615,28.832,,,,,,,,,,,31.283333333333335,,,,6.0,2.0,5.0,3.0,0.01685596,0.01484598,-0.0020099799999999998,Man Utd,Man City,20.0,Diogo Dalot,DR,True,-5.8751218640087615,0.0,129.62493047913287,D. Dalot,35.0,Man Utd
667,667,668,272.0,31.0,23.0,32,47.775,29.512,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.59'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '30.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.5'}]","[91, 117, 30, 35, 38, 216, 218]",True,99487.0,46.725,20.672,,,,,,,,,,,31.383333333333333,,,,5.0,3.0,5.0,2.0,0.01484598,0.01429128,-0.0005547,Man Utd,Man City,5.0,Harry Maguire,DC,True,-2.378967953824329,0.0,-96.77375778476306,H. Maguire,35.0,Man Utd
668,668,669,273.0,31.0,26.0,32,46.30500000000001,20.060000000000002,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '40.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.48'}]","[91, 117, 30, 35, 37, 216, 218]",True,353418.0,36.54,27.608000000000004,,,,,,,,,,,31.433333333333334,,,,5.0,2.0,4.0,3.0,0.01429128,0.01262646,-0.0016648199999999991,Man Utd,Man City,20.0,Diogo Dalot,DR,True,-8.430097316123252,0.0,142.2972439605411,D. Dalot,35.0,Man Utd
669,669,670,273.5,31.0,28.5,32,36.54,27.608000000000004,31.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,99487.0,40.95,28.900000000000002,,,,,,274.0,,,,,31.475,,,,4.0,3.0,4.0,3.0,0.01262646,0.01262646,0.0,Man Utd,Man City,5.0,Harry Maguire,DC,True,0.0,4.505034168255619,16.329029033456138,H. Maguire,35.0,Man Utd
670,670,671,274.0,31.0,31.0,32,40.95,28.900000000000002,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.65'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.5'}]","[91, 117, 30, 35, 37, 216, 218]",True,99487.0,39.9,42.364000000000004,,,,,,,,,,,31.516666666666666,,,,4.0,3.0,4.0,5.0,0.01262646,0.01269174,6.527999999999916e-05,Man Utd,Man City,5.0,Harry Maguire,DC,True,-1.3823774192201626,0.0,94.45922835578864,H. Maguire,35.0,Man Utd
671,671,672,274.5,31.0,32.0,32,39.9,42.364000000000004,31.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,22079.0,41.055,39.57600000000001,,,,,,275.0,,,,,31.53333333333333,,,,4.0,4.0,4.0,4.0,0.01262646,0.01262646,0.0,Man Utd,Man City,35.0,Jonny Evans,DC,True,0.0,1.4474480707900739,-67.49697265506853,J. Evans,35.0,Man Utd
672,672,673,275.0,31.0,33.0,32,41.055,39.57600000000001,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.41'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '39.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.3'}]","[91, 117, 30, 35, 38, 216, 218]",True,22079.0,37.065,26.588000000000005,,,,,,,,,,,31.55,,,,4.0,4.0,4.0,3.0,0.01262646,0.01262646,0.0,Man Utd,Man City,35.0,Jonny Evans,DC,True,-4.150491293152186,0.0,-107.07730606905163,J. Evans,35.0,Man Utd
673,673,674,275.5,31.0,35.5,32,37.065,26.588000000000005,31.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,99487.0,36.96000000000001,31.144000000000002,,,,,,276.0,,,,,31.59166666666667,,,,4.0,3.0,4.0,3.0,0.01262646,0.01262646,0.0,Man Utd,Man City,5.0,Harry Maguire,DC,True,0.0,0.23822995808031067,91.32023530730487,H. Maguire,35.0,Man Utd
674,674,675,276.0,31.0,38.0,32,36.96000000000001,31.144000000000002,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.94'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.4'}]","[91, 117, 30, 35, 37, 215, 218]",True,99487.0,30.66,47.39600000000001,,,,,,,,,,,31.633333333333333,,,,4.0,3.0,3.0,5.0,0.01262646,0.01110462,-0.00152184,Man Utd,Man City,5.0,Harry Maguire,DC,True,-7.437416912833498,0.0,111.18855237195237,H. Maguire,35.0,Man Utd
675,675,676,277.0,31.0,40.0,32,30.66,47.39600000000001,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '35.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.14'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.9'}]","[91, 117, 127, 35, 38, 215, 218]",True,22079.0,11.445,17.816000000000003,,,,,,,,,,,31.666666666666668,,,,3.0,5.0,1.0,2.0,0.01110462,0.00977745,-0.0013271700000000008,Man Utd,Man City,35.0,Jonny Evans,DC,True,-19.40717820915816,0.0,-123.00752447471082,J. Evans,35.0,Man Utd
676,676,677,277.5,31.0,44.5,32,11.445,17.816000000000003,31.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,260843.0,13.125,28.424,,,,,,278.0,,,,,31.741666666666667,,,,1.0,2.0,1.0,3.0,0.00977745,0.01082722,0.0010497700000000002,Man Utd,Man City,24.0,Andre Onana,GK,True,0.0,2.900458067558347,81.00074895416073,A. Onana,35.0,Man Utd
677,677,678,278.0,31.0,49.0,32,13.125,28.424,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '14.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.44'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 215, 218]",True,260843.0,15.225000000000001,44.540000000000006,,,,,,,,,,,31.816666666666666,,,,1.0,3.0,1.0,5.0,0.01082722,0.00977745,-0.0010497700000000002,Man Utd,Man City,24.0,Andre Onana,GK,True,1.6524465786591946,0.0,82.57588760140067,A. Onana,35.0,Man Utd
678,678,679,278.5,31.0,52.5,32,15.225000000000001,44.540000000000006,31.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,22079.0,26.355000000000004,43.656000000000006,,,,,,279.0,,,,,31.875,,,,1.0,5.0,3.0,5.0,0.00977745,0.01110462,0.0013271700000000008,Man Utd,Man City,35.0,Jonny Evans,DC,True,0.0,11.156042360247625,-4.541182922635338,J. Evans,35.0,Man Utd
679,679,680,279.0,31.0,56.0,32,26.355000000000004,43.656000000000006,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '27.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.56'}]","[91, 117, 30, 35, 38, 215, 218]",True,22079.0,22.365000000000002,16.932,,,,,,,,,,,31.933333333333334,,,,3.0,5.0,2.0,2.0,0.01110462,0.01001304,-0.00109158,Man Utd,Man City,35.0,Jonny Evans,DC,True,-5.143699483801683,0.0,-98.491761077628,J. Evans,35.0,Man Utd
680,680,681,279.5,31.0,57.5,32,22.365000000000002,16.932,31.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,99487.0,27.51,10.540000000000001,,,,,,280.0,,,,,31.958333333333336,,,,2.0,1.0,3.0,1.0,0.00942382,0.0105949,0.0011710800000000014,Man Utd,Man City,5.0,Harry Maguire,DC,True,0.0,3.415864675067766,-51.1689810377015,H. Maguire,35.0,Man Utd
681,681,682,280.0,31.0,59.0,32,27.51,10.540000000000001,31.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.65'}]","[91, 117, 30, 35, 38, 215, 218]",True,99487.0,26.985,2.72,,,,,,,,,,,31.983333333333334,,,,3.0,1.0,3.0,0.0,0.0105949,0.00977659,-0.0008183100000000009,Man Utd,Man City,5.0,Harry Maguire,DC,True,-3.088840192214292,0.0,-93.84082015696669,H. Maguire,35.0,Man Utd
682,682,683,281.0,32.0,2.0,32,27.3,4.216,32.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.23'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '27.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '9.7'}]","[91, 117, 30, 35, 37, 215, 218]",True,353418.0,10.185,26.248,,,,,,,,,,,32.03333333333333,,,,3.0,0.0,1.0,3.0,0.00977659,0.01082722,0.0010506300000000003,Man Utd,Man City,20.0,Diogo Dalot,DR,True,-11.918531408283897,0.0,127.84094045915857,D. Dalot,35.0,Man Utd
683,683,684,282.0,32.0,4.0,32,10.185,26.248,32.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.21'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '55.3'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 120, 128, 36, 38, 216, 218]",True,260843.0,65.31,22.236000000000004,,,,,,,,,,,32.06666666666667,,,,,,,,,,,Man Utd,Man City,24.0,Andre Onana,GK,True,53.734658516812345,0.0,-4.1626500221603955,A. Onana,35.0,Man Utd
684,684,685,293.0,32.0,8.0,167,39.165,49.232000000000006,32.0,FirstHalf,BallRecovery,Successful,[],[93],False,313171.0,,,,,,,,,,,,,32.13333333333333,,,,,,,,,,,Man City,Man Utd,3.0,Ruben Dias,DC,True,0.0,0.0,,R. Dias,36.0,Man City
685,685,686,294.0,32.0,8.0,167,37.065,50.660000000000004,32.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.44'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 216, 218]",True,313171.0,38.325,59.908,,,,,,,,,,,32.13333333333333,,,,4.0,5.0,4.0,7.0,0.01269174,0.01126267,-0.0014290699999999993,Man City,Man Utd,3.0,Ruben Dias,DC,True,-1.5836925088693903,0.0,82.24146940544968,R. Dias,36.0,Man City
686,686,687,295.0,32.0,15.0,167,45.15,62.15200000000001,32.0,FirstHalf,Foul,Successful,"[{'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '283'}]","[91, 63]",True,402664.0,,,,,,,,,,,,,32.25,,,,,,,,,,,Man City,Man Utd,24.0,Josko Gvardiol,DL,True,0.0,0.0,,J. Gvardiol,36.0,Man City
687,687,688,283.0,32.0,15.0,32,59.85,5.848,32.0,FirstHalf,Foul,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '295'}, {'type': {'value': 13, 'displayName': 'Foul'}}]",[64],False,386634.0,,,,,,,,,,,,,32.25,,,,,,,,,,,Man Utd,Man City,16.0,Amad Diallo,AMR,True,0.0,0.0,,A. Diallo,36.0,Man City
688,688,689,296.0,32.0,21.0,167,49.56,58.684000000000005,32.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.8'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.91'}]","[91, 117, 30, 132, 35, 38, 216, 218]",True,402664.0,35.07,44.744,,,,,,,,,,,32.35,,,,5.0,6.0,4.0,5.0,0.0138454,0.01269174,-0.0011536600000000008,Man City,Man Utd,24.0,Josko Gvardiol,DL,True,-10.063689176881212,0.0,-136.1082922377387,J. Gvardiol,36.0,Man City
689,689,690,297.0,32.0,42.0,167,31.290000000000003,36.04,32.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.02'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '22.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 216, 218]",True,313171.0,38.010000000000005,15.232,,,,,,,,,,,32.7,,,,3.0,4.0,4.0,1.0,0.01132376,0.01214719,0.00082343,Man City,Man Utd,3.0,Ruben Dias,DC,True,4.168849244437851,0.0,-72.10199694550563,R. Dias,36.0,Man City
